code	display
1093172	cycloSPORINE 0.002 MG/MG
1093172	cyclosporine 0.002 MG/MG
1093173	cycloSPORINE Ophthalmic Ointment
1093173	cyclosporine Ophthalmic Ointment
1093174	cycloSPORINE 0.002 MG/MG Ophthalmic Ointment
1093174	cycloSPORINE 0.2 % Ophthalmic Ointment
1093174	cyclosporine 0.002 MG/MG Ophthalmic Ointment
1093174	cyclosporine 0.2 % Ophthalmic Ointment
1093176	cycloSPORINE 0.002 MG/MG [Optimmune]
1093176	cyclosporine 0.002 MG/MG [Optimmune]
1093177	cycloSPORINE Ophthalmic Ointment [Optimmune]
1093177	cyclosporine Ophthalmic Ointment [Optimmune]
1093178	cycloSPORINE 0.002 MG/MG Ophthalmic Ointment [Optimmune]
1093178	cyclosporine 0.002 MG/MG Ophthalmic Ointment [Optimmune]
1156186	cycloSPORINE Injectable Product
1156186	cyclosporine Injectable Product
1156187	cycloSPORINE Ophthalmic Product
1156187	cyclosporine Ophthalmic Product
1156188	cycloSPORINE Oral Liquid Product
1156188	cyclosporine Oral Liquid Product
1156189	cycloSPORINE Oral Product
1156189	cyclosporine Oral Product
1156190	cycloSPORINE Pill
1156190	cyclosporine Pill
1169824	Gengraf Oral Liquid Product
1169825	Gengraf Oral Product
1169826	Gengraf Pill
1181672	Neoral Oral Liquid Product
1181673	Neoral Oral Product
1181674	Neoral Pill
1182527	Restasis Ophthalmic Product
1185408	SandIMMUNE Injectable Product
1185408	Sandimmune Injectable Product
1185409	SandIMMUNE Oral Liquid Product
1185409	Sandimmune Oral Liquid Product
1185410	SandIMMUNE Oral Product
1185410	Sandimmune Oral Product
1185411	SandIMMUNE Pill
1185411	Sandimmune Pill
1233905	cycloSPORINE, modified 100 MG/ML [Atopica]
1233905	cyclosporine, modified 100 MG/ML [Atopica]
1233906	cycloSPORINE Oral Solution [Atopica]
1233906	cyclosporine Oral Solution [Atopica]
1233908	cycloSPORINE, modified 100 MG/ML Oral Solution [Atopica]
1233908	cyclosporine, modified 100 MG/ML Oral Solution [Atopica]
1732364	cycloSPORINE Injection
1732364	cyclosporine Injection
1732366	cycloSPORINE Injection [SandIMMUNE]
1732366	cyclosporine Injection [Sandimmune]
197552	SandIMMUNE 100 MG Oral Capsule
197552	Sandimmune 100 MG Oral Capsule
197552	cycloSPORINE 100 MG Oral Capsule [SandIMMUNE]
197552	cyclosporine 100 MG Oral Capsule [Sandimmune]
197553	cycloSPORINE 25 MG Oral Capsule
197553	cyclosporine 25 MG Oral Capsule
202816	SandIMMUNE
202816	Sandimmune
202817	Neoral
205168	cycloSPORINE 50 MG Oral Capsule
205168	cyclosporine 50 MG Oral Capsule
205175	5 ML cycloSPORINE 50 MG/ML Injection
205175	5 ML cyclosporine 50 MG/ML Injection
205175	cycloSPORINE 250 MG in 5 ML Injection
205175	cycloSPORINE 250 MG per 5 ML Injection
205175	cyclosporine 250 MG per 5 ML Injection
2055019	cycloSPORINE 0.9 MG/ML
2055019	cyclosporine 0.9 MG/ML
2055020	cycloSPORINE Ophthalmic Solution
2055020	cyclosporine Ophthalmic Solution
2055021	cycloSPORINE 0.09 % Ophthalmic Solution
2055021	cycloSPORINE 0.9 MG/ML Ophthalmic Solution
